Class Method Name, LOC (from CFG), Cyclomatic Complexity
org/assertj/core/api/AbstractObjectArrayAssert.usingComparatorForElementFieldsWithType,15.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.usingFieldByFieldElementComparator,18.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.usingRecursiveFieldByFieldElementComparator,18.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.usingElementComparatorOnFields,19.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.usingElementComparatorIgnoringFields,19.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.extracting,41.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.extracting,41.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.extracting,45.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.extracting,17.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.flatExtracting,47.0,2.0
org/assertj/core/api/AbstractObjectArrayAssert.flatExtracting,118.0,6.0
org/assertj/core/api/AbstractObjectArrayAssert.extractingResultOf,36.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.extractingResultOf,36.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.inHexadecimal,8.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.inBinary,8.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.filteredOn,21.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.filteredOnNull,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.filteredOn,30.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.filteredOn,20.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.haveAtLeastOne,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsOnlyOnce,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsOnly,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsExactly,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.doNotHave,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.hasOnlyElementsOfTypes,8.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.hasSameSizeAs,8.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.hasSameSizeAs,8.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.doesNotContainSubsequence,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.doesNotContainSubsequence,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.doesNotHaveDuplicates,7.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.isSortedAccordingTo,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.areNot,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.doesNotContainAnyElementsOf,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.haveExactly,10.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.contains,10.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.contains,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsNull,7.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.haveAtLeast,10.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.doesNotContainNull,7.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsExactlyInAnyOrder,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.doesNotContain,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.doesNotContain,10.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.doesNotContainSequence,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.doesNotContainSequence,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.usingDefaultElementComparator,7.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.usingElementComparator,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.hasSize,8.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.endsWith,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.areExactly,10.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.hasAtLeastOneElementOfType,8.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.haveAtMost,10.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.have,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.areAtLeast,10.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.inBinary,7.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.isSubsetOf,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.isSubsetOf,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.areAtMost,10.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.isSorted,7.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsSubsequence,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsSubsequence,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.hasOnlyElementsOfType,8.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.isNotEmpty,7.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsSequence,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsSequence,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.hasSameElementsAs,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.areAtLeastOne,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsOnlyElementsOf,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.as,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.as,8.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.startsWith,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsExactlyElementsOf,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.containsAll,9.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.inHexadecimal,7.0,1.0
org/assertj/core/api/AbstractObjectArrayAssert.are,9.0,1.0
org/assertj/core/api/AbstractObjectAssert.<init>,23.0,1.0
org/assertj/core/api/AbstractObjectAssert.defaultTypeComparators,30.0,1.0
org/assertj/core/api/AbstractObjectAssert.as,9.0,1.0
org/assertj/core/api/AbstractObjectAssert.as,10.0,1.0
org/assertj/core/api/AbstractObjectAssert.isEqualToIgnoringNullFields,22.0,1.0
org/assertj/core/api/AbstractObjectAssert.isEqualToComparingOnlyGivenFields,27.0,1.0
org/assertj/core/api/AbstractObjectAssert.isEqualToIgnoringGivenFields,27.0,1.0
org/assertj/core/api/AbstractObjectAssert.hasNoNullFieldsOrProperties,19.0,1.0
org/assertj/core/api/AbstractObjectAssert.hasNoNullFieldsOrPropertiesExcept,18.0,1.0
org/assertj/core/api/AbstractObjectAssert.isEqualToComparingFieldByField,24.0,1.0
org/assertj/core/api/AbstractObjectAssert.usingComparatorForFields,40.0,2.0
org/assertj/core/api/AbstractObjectAssert.usingComparatorForType,15.0,1.0
org/assertj/core/api/AbstractObjectAssert.hasFieldOrProperty,18.0,1.0
org/assertj/core/api/AbstractObjectAssert.hasFieldOrPropertyWithValue,19.0,1.0
org/assertj/core/api/AbstractObjectAssert.extracting,36.0,1.0
org/assertj/core/api/AbstractObjectAssert.isEqualToComparingFieldByFieldRecursively,26.0,1.0
org/assertj/core/api/AbstractObjectAssert.as,9.0,1.0
org/assertj/core/api/AbstractObjectAssert.as,8.0,1.0
org/assertj/core/api/AbstractPathAssert.<init>,21.0,1.0
org/assertj/core/api/AbstractPathAssert.hasSameContentAs,22.0,1.0
org/assertj/core/api/AbstractPathAssert.hasSameContentAs,22.0,1.0
org/assertj/core/api/AbstractPathAssert.hasBinaryContent,19.0,1.0
org/assertj/core/api/AbstractPathAssert.usingCharset,21.0,1.0
org/assertj/core/api/AbstractPathAssert.usingCharset,16.0,1.0
org/assertj/core/api/AbstractPathAssert.hasContent,21.0,1.0
org/assertj/core/api/AbstractPathAssert.isReadable,18.0,1.0
org/assertj/core/api/AbstractPathAssert.isWritable,18.0,1.0
org/assertj/core/api/AbstractPathAssert.isExecutable,18.0,1.0
org/assertj/core/api/AbstractPathAssert.exists,18.0,1.0
org/assertj/core/api/AbstractPathAssert.existsNoFollowLinks,18.0,1.0
org/assertj/core/api/AbstractPathAssert.doesNotExist,18.0,1.0
org/assertj/core/api/AbstractPathAssert.isRegularFile,18.0,1.0
org/assertj/core/api/AbstractPathAssert.isDirectory,18.0,1.0
org/assertj/core/api/AbstractPathAssert.isSymbolicLink,18.0,1.0
org/assertj/core/api/AbstractPathAssert.isAbsolute,18.0,1.0
org/assertj/core/api/AbstractPathAssert.isRelative,18.0,1.0
org/assertj/core/api/AbstractPathAssert.isNormalized,18.0,1.0
org/assertj/core/api/AbstractPathAssert.isCanonical,18.0,1.0
org/assertj/core/api/AbstractPathAssert.hasFileName,19.0,1.0
org/assertj/core/api/AbstractPathAssert.hasParent,19.0,1.0
org/assertj/core/api/AbstractPathAssert.hasParentRaw,19.0,1.0
org/assertj/core/api/AbstractPathAssert.hasNoParent,18.0,1.0
org/assertj/core/api/AbstractPathAssert.hasNoParentRaw,18.0,1.0
org/assertj/core/api/AbstractPathAssert.startsWith,19.0,1.0
org/assertj/core/api/AbstractPathAssert.startsWithRaw,19.0,1.0
org/assertj/core/api/AbstractPathAssert.endsWith,19.0,1.0
org/assertj/core/api/AbstractPathAssert.endsWithRaw,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.<init>,16.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.isNullOrEmpty,15.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.isEmpty,15.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.isNotEmpty,18.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.hasSize,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.hasSameSizeAs,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.contains,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.containsOnly,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.containsOnlyOnce,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.containsSequence,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.containsSubsequence,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.contains,20.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.doesNotContain,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.doesNotContain,20.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.doesNotHaveDuplicates,18.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.startsWith,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.endsWith,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.isSorted,18.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.isSortedAccordingTo,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.usingElementComparator,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.usingDefaultElementComparator,13.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.containsExactly,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.containsExactlyInAnyOrder,19.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.hasSameSizeAs,8.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.isSortedAccordingTo,9.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.usingElementComparator,9.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.usingDefaultElementComparator,7.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.hasSize,8.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.isSorted,7.0,1.0
org/assertj/core/api/AbstractShortArrayAssert.isNotEmpty,7.0,1.0
org/assertj/core/api/AbstractShortAssert.<init>,16.0,1.0
org/assertj/core/api/AbstractShortAssert.isEqualTo,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotEqualTo,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isZero,18.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotZero,18.0,1.0
org/assertj/core/api/AbstractShortAssert.isOne,18.0,1.0
org/assertj/core/api/AbstractShortAssert.isPositive,18.0,1.0
org/assertj/core/api/AbstractShortAssert.isNegative,18.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotNegative,18.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotPositive,18.0,1.0
org/assertj/core/api/AbstractShortAssert.isLessThan,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isLessThanOrEqualTo,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isGreaterThan,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isGreaterThanOrEqualTo,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isBetween,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isStrictlyBetween,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isCloseTo,21.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotCloseTo,21.0,1.0
org/assertj/core/api/AbstractShortAssert.isCloseTo,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotCloseTo,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isCloseTo,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotCloseTo,20.0,1.0
org/assertj/core/api/AbstractShortAssert.isCloseTo,21.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotCloseTo,21.0,1.0
org/assertj/core/api/AbstractShortAssert.usingComparator,25.0,1.0
org/assertj/core/api/AbstractShortAssert.usingDefaultComparator,18.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotNegative,7.0,1.0
org/assertj/core/api/AbstractShortAssert.isOne,7.0,1.0
org/assertj/core/api/AbstractShortAssert.isStrictlyBetween,11.0,1.0
org/assertj/core/api/AbstractShortAssert.isStrictlyBetween,11.0,1.0
org/assertj/core/api/AbstractShortAssert.isNegative,7.0,1.0
org/assertj/core/api/AbstractShortAssert.isPositive,7.0,1.0
org/assertj/core/api/AbstractShortAssert.usingComparator,9.0,1.0
org/assertj/core/api/AbstractShortAssert.isBetween,11.0,1.0
org/assertj/core/api/AbstractShortAssert.isBetween,11.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotCloseTo,10.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotCloseTo,11.0,1.0
org/assertj/core/api/AbstractShortAssert.isCloseTo,10.0,1.0
org/assertj/core/api/AbstractShortAssert.isCloseTo,11.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotZero,7.0,1.0
org/assertj/core/api/AbstractShortAssert.isNotPositive,7.0,1.0
org/assertj/core/api/AbstractShortAssert.usingDefaultComparator,7.0,1.0
org/assertj/core/api/AbstractShortAssert.isZero,7.0,1.0
org/assertj/core/api/AbstractSoftAssertions.<init>,16.0,1.0
org/assertj/core/api/AbstractSoftAssertions.proxy,11.0,1.0
org/assertj/core/api/AbstractSoftAssertions.fail,17.0,1.0
org/assertj/core/api/AbstractSoftAssertions.fail,19.0,1.0
org/assertj/core/api/AbstractSoftAssertions.fail,23.0,1.0
org/assertj/core/api/AbstractSoftAssertions.failBecauseExceptionWasNotThrown,10.0,1.0
org/assertj/core/api/AbstractSoftAssertions.shouldHaveThrown,17.0,1.0
org/assertj/core/api/AbstractSoftAssertions.errorsCollected,9.0,1.0
org/assertj/core/api/AbstractSoftAssertions.wasSuccess,8.0,1.0
org/assertj/core/api/AbstractStandardSoftAssertions.<init>,7.0,1.0
org/assertj/core/api/AbstractStandardSoftAssertions.assertThat,11.0,1.0
org/assertj/core/api/AbstractThrowableAssert.<init>,16.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasBeenThrown,18.0,2.0
org/assertj/core/api/AbstractThrowableAssert.hasMessage,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasMessage,10.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasCause,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasNoCause,18.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasMessageStartingWith,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasMessageContaining,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasStackTraceContaining,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasMessageMatching,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasMessageEndingWith,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasCauseInstanceOf,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasCauseExactlyInstanceOf,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasRootCauseInstanceOf,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasRootCauseExactlyInstanceOf,19.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasNoSuppressedExceptions,18.0,1.0
org/assertj/core/api/AbstractThrowableAssert.hasSuppressedException,19.0,1.0
org/assertj/core/api/AbstractUriAssert.<init>,16.0,1.0
org/assertj/core/api/AbstractUriAssert.hasPath,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasNoPath,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasPort,20.0,1.0
org/assertj/core/api/AbstractUriAssert.hasNoPort,20.0,1.0
org/assertj/core/api/AbstractUriAssert.hasHost,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasAuthority,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasFragment,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasNoFragment,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasQuery,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasNoQuery,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasScheme,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasUserInfo,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasNoUserInfo,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasParameter,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasParameter,20.0,1.0
org/assertj/core/api/AbstractUriAssert.hasNoParameters,18.0,1.0
org/assertj/core/api/AbstractUriAssert.hasNoParameter,19.0,1.0
org/assertj/core/api/AbstractUriAssert.hasNoParameter,20.0,1.0
org/assertj/core/api/AbstractUrlAssert.<init>,16.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasProtocol,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasPath,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasNoPath,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasPort,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasNoPort,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasHost,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasAuthority,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasQuery,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasNoQuery,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasAnchor,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasNoAnchor,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasUserInfo,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasNoUserInfo,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasParameter,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasParameter,20.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasNoParameters,18.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasNoParameter,19.0,1.0
org/assertj/core/api/AbstractUrlAssert.hasNoParameter,20.0,1.0
org/assertj/core/api/ArraySortedAssert.isSorted,2.0,1.0
org/assertj/core/api/ArraySortedAssert.isSortedAccordingTo,2.0,1.0
org/assertj/core/api/Assert.isEqualTo,2.0,1.0
org/assertj/core/api/Assert.isNotEqualTo,2.0,1.0
org/assertj/core/api/Assert.isNull,2.0,1.0
org/assertj/core/api/Assert.isNotNull,2.0,1.0
org/assertj/core/api/Assert.isSameAs,2.0,1.0
org/assertj/core/api/Assert.isNotSameAs,2.0,1.0
org/assertj/core/api/Assert.isIn,2.0,1.0
org/assertj/core/api/Assert.isNotIn,2.0,1.0
org/assertj/core/api/Assert.isIn,2.0,1.0
org/assertj/core/api/Assert.isNotIn,2.0,1.0
org/assertj/core/api/Assert.usingComparator,2.0,1.0
org/assertj/core/api/Assert.usingDefaultComparator,2.0,1.0
org/assertj/core/api/Assert.isInstanceOf,2.0,1.0
org/assertj/core/api/Assert.isInstanceOfAny,2.0,1.0
org/assertj/core/api/Assert.isNotInstanceOf,2.0,1.0
org/assertj/core/api/Assert.isNotInstanceOfAny,2.0,1.0
org/assertj/core/api/Assert.hasSameClassAs,2.0,1.0
org/assertj/core/api/Assert.hasToString,2.0,1.0
org/assertj/core/api/Assert.doesNotHaveSameClassAs,2.0,1.0
org/assertj/core/api/Assert.isExactlyInstanceOf,2.0,1.0
org/assertj/core/api/Assert.isNotExactlyInstanceOf,2.0,1.0
org/assertj/core/api/Assert.isOfAnyClassIn,2.0,1.0
org/assertj/core/api/Assert.isNotOfAnyClassIn,2.0,1.0
org/assertj/core/api/Assert.asList,2.0,1.0
org/assertj/core/api/Assert.asString,2.0,1.0
org/assertj/core/api/Assert.equals,2.0,1.0
org/assertj/core/api/Assert.withThreadDumpOnError,2.0,1.0
org/assertj/core/api/Assert.withRepresentation,2.0,1.0

org/assertj/core/api/AssertFactory.createAssert,2.0,1.0
org/assertj/core/api/AssertionInfo.overridingErrorMessage,2.0,1.0
org/assertj/core/api/AssertionInfo.description,2.0,1.0
org/assertj/core/api/AssertionInfo.representation,2.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,10.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,10.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,10.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
org/assertj/core/api/Assertions.assertThat,9.0,1.0
